                                     name
1                         chromosome_name
2                                   start
3                                     end
4                              band_start
5                                band_end
6                            marker_start
7                              marker_end
8                                  strand
9                      chromosomal_region
10                           with_biogrid
11                              with_ccds
12                            with_chembl
13                            with_dbass3
14                            with_dbass5
15             with_entrezgene_trans_name
16                              with_embl
17                      with_arrayexpress
18                         with_genecards
19                                with_go
20                        with_goslim_goa
21                              with_hgnc
22                               with_hpa
23                        with_protein_id
24                      with_ens_lrg_gene
25                with_ens_lrg_transcript
26                            with_merops
27                          with_mim_gene
28                        with_mim_morbid
29                           with_mirbase
30                with_mirbase_trans_name
31                        with_entrezgene
32                               with_pdb
33                          with_reactome
34                     with_reactome_gene
35               with_reactome_transcript
36                       with_refseq_mrna
37             with_refseq_mrna_predicted
38                      with_refseq_ncrna
39            with_refseq_ncrna_predicted
40                    with_refseq_peptide
41          with_refseq_peptide_predicted
42                              with_rfam
43                   with_rfam_trans_name
44                        with_rnacentral
45                   with_hgnc_trans_name
46                              with_ucsc
47                           with_uniparc
48                        with_uniprot_gn
49                   with_uniprot_isoform
50                  with_uniprotswissprot
51                   with_uniprotsptrembl
52                          with_wikigene
53                        ensembl_gene_id
54                ensembl_gene_id_version
55                  ensembl_transcript_id
56          ensembl_transcript_id_version
57                     ensembl_peptide_id
58             ensembl_peptide_id_version
59                        ensembl_exon_id
60                     external_gene_name
61               external_transcript_name
62                       external_synonym
63                                biogrid
64                                   ccds
65                                 chembl
66                              dbass3_id
67                            dbass3_name
68                            dbass5_name
69                              dbass5_id
70                  entrezgene_trans_name
71                                   embl
72                           arrayexpress
73                              genecards
74                                     go
75                             goslim_goa
76                            hgnc_symbol
77                                hgnc_id
78                          hpa_accession
79                                 hpa_id
80                             protein_id
81                           ens_lrg_gene
82                     ens_lrg_transcript
83                                 merops
84                     mim_gene_accession
85                   mim_morbid_accession
86                             mirbase_id
87                      mirbase_accession
88                     mirbase_trans_name
89                          entrezgene_id
90                   entrezgene_accession
91                                    pdb
92                               reactome
93                          reactome_gene
94                    reactome_transcript
95                            refseq_mrna
96                  refseq_mrna_predicted
97                           refseq_ncrna
98                 refseq_ncrna_predicted
99                         refseq_peptide
100              refseq_peptide_predicted
101                                  rfam
102                       rfam_trans_name
103                            rnacentral
104                       hgnc_trans_name
105                                  ucsc
106                               uniparc
107                         uniprot_gn_id
108                     uniprot_gn_symbol
109                       uniprot_isoform
110                      uniprotswissprot
111                       uniprotsptrembl
112                           wikigene_id
113                         wikigene_name
114                     with_affy_hc_g110
115                    with_affy_hg_focus
116                  with_affy_hg_u133a_2
117                    with_affy_hg_u133b
118              with_affy_hg_u133_plus_2
119                     with_affy_hg_u95a
120                   with_affy_hg_u95av2
121                     with_affy_hg_u95b
122                     with_affy_hg_u95c
123                     with_affy_hg_u95d
124                     with_affy_hg_u95e
