                                                name
1                                    ensembl_gene_id
2                            ensembl_gene_id_version
3                              ensembl_transcript_id
4                      ensembl_transcript_id_version
5                                 ensembl_peptide_id
6                         ensembl_peptide_id_version
7                                    ensembl_exon_id
8                                        description
9                                    chromosome_name
10                                    start_position
11                                      end_position
12                                            strand
13                                              band
14                                  transcript_start
15                                    transcript_end
16                          transcription_start_site
17                                 transcript_length
18                                    transcript_tsl
19                          transcript_gencode_basic
20                          transcript_primary_basic
21                                 transcript_appris
22                           transcript_is_canonical
23                            transcript_mane_select
24                     transcript_mane_plus_clinical
25                                external_gene_name
26                              external_gene_source
27                          external_transcript_name
28                   external_transcript_source_name
29                                  transcript_count
30                        percentage_gene_gc_content
31                                      gene_biotype
32                                transcript_biotype
33                                            source
34                                 transcript_source
35                                           version
36                                transcript_version
37                                   peptide_version
38                                  external_synonym
39                             phenotype_description
40                                       source_name
41                                 study_external_id
42                                       strain_name
43                                     strain_gender
44                                           p_value
45                                             go_id
46                                         name_1006
47                                   definition_1006
48                                   go_linkage_type
49                                    namespace_1003
50                              goslim_goa_accession
51                            goslim_goa_description
52                                           biogrid
53                                              ccds
54                                            chembl
55                                         dbass3_id
56                                       dbass3_name
57                                       dbass5_name
58                                         dbass5_id
59                             entrezgene_trans_name
60                                              embl
61                                      arrayexpress
62                                         genecards
63                                       hgnc_symbol
64                                           hgnc_id
65                                     hpa_accession
66                                            hpa_id
67                                        protein_id
68                                      ens_lrg_gene
69                                ens_lrg_transcript
70                                            merops
71                                mim_gene_accession
72                              mim_gene_description
73                            mim_morbid_description
74                              mim_morbid_accession
75                                        mirbase_id
76                                 mirbase_accession
77                                mirbase_trans_name
78                            entrezgene_description
79                                     entrezgene_id
80                              entrezgene_accession
81                                               pdb
82                                          reactome
83                                     reactome_gene
84                               reactome_transcript
85                                       refseq_mrna
86                             refseq_mrna_predicted
87                                      refseq_ncrna
88                            refseq_ncrna_predicted
89                                    refseq_peptide
90                          refseq_peptide_predicted
91                                              rfam
92                                   rfam_trans_name
93                                        rnacentral
94                                   hgnc_trans_name
95                                              ucsc
96                                           uniparc
97                                     uniprot_gn_id
98                                 uniprot_gn_symbol
99                                   uniprot_isoform
100                                 uniprotswissprot
101                                  uniprotsptrembl
102                             wikigene_description
103                                      wikigene_id
104                                    wikigene_name
105                                     affy_hc_g110
106                                    affy_hg_focus
107                                  affy_hg_u133a_2
108                                    affy_hg_u133b
109                              affy_hg_u133_plus_2
110                                     affy_hg_u95a
111                                   affy_hg_u95av2
112                                     affy_hg_u95b
113                                     affy_hg_u95c
114                                     affy_hg_u95d
115                                     affy_hg_u95e
116                                     affy_hta_2_0
117                          affy_ht_hg_u133_plus_pm
118                              affy_huex_1_0_st_v2
119                                    affy_hugenefl
120                            affy_hugene_1_0_st_v1
121                            affy_hugene_2_0_st_v1
122                            affy_hugene_2_1_st_v1
123                                   affy_primeview
124                                    affy_u133_x3p
125                                  agilent_cgh_44b
126                                 agilent_gpl19072
127                                 agilent_gpl26966
128                                  agilent_gpl6848
129                    agilent_sureprint_g3_ge_8x60k
130                 agilent_sureprint_g3_ge_8x60k_v2
131                              agilent_wholegenome
132                     agilent_wholegenome_4x44k_v1
133                     agilent_wholegenome_4x44k_v2
134                                codelink_codelink
135                           illumina_humanref_8_v3
136                            illumina_humanwg_6_v3
137                                 phalanx_onearray
138                                              cdd
139                                        cdd_start
140                                          cdd_end
141                                           gene3d
142                                     gene3d_start
143                                       gene3d_end
144                                            hamap
145                                      hamap_start
146                                        hamap_end
147                                          ncbifam
148                                    ncbifam_start
149                                      ncbifam_end
150                                       hmmpanther
151                                 hmmpanther_start
152                                   hmmpanther_end
153                                             pfam
154                                       pfam_start
155                                         pfam_end
156                                            pirsf
157                                      pirsf_start
158                                        pirsf_end
159                                           prints
160                                     prints_start
161                                       prints_end
162                                      scanprosite
163                                scanprosite_start
164                                  scanprosite_end
165                                           pfscan
166                                     pfscan_start
167                                       pfscan_end
168                                             sfld
169                                       sfld_start
170                                         sfld_end
171                                            smart
172                                      smart_start
173                                        smart_end
174                                      superfamily
175                                superfamily_start
176                                  superfamily_end
177                                          tigrfam
178                                    tigrfam_start
179                                      tigrfam_end
180                                         interpro
181                       interpro_short_description
182                             interpro_description
183                                   interpro_start
184                                     interpro_end
185                                        alphafold
186                                  alphafold_start
187                                    alphafold_end
188                                       mobidblite
189                                 mobidblite_start
190                                   mobidblite_end
191                                           ncoils
192                                     ncoils_start
193                                       ncoils_end
194                                              seg
195                                        seg_start
196                                          seg_end
197                                     sifts_import
198                               sifts_import_start
199                                 sifts_import_end
200                                          signalp
201                                    signalp_start
202                                      signalp_end
203                                            tmhmm
204                                      tmhmm_start
205                                        tmhmm_end
206                                  ensembl_gene_id
207                          ensembl_gene_id_version
208                                          version
209                            ensembl_transcript_id
210                    ensembl_transcript_id_version
211                               transcript_version
212                               ensembl_peptide_id
213                       ensembl_peptide_id_version
214                                  peptide_version
215                                  chromosome_name
216                                   start_position
217                                     end_position
218                                 transcript_start
219                                   transcript_end
220                         transcription_start_site
221                                transcript_length
222                                           strand
223                               external_gene_name
224                             external_gene_source
225                                      5_utr_start
226                                        5_utr_end
227                                      3_utr_start
228                                        3_utr_end
229                                       cds_length
230                                 transcript_count
231                                      description
232                                     gene_biotype
233                                 exon_chrom_start
234                                   exon_chrom_end
235                                  is_constitutive
236                                             rank
237                                            phase
238                                        end_phase
239                                cdna_coding_start
240                                  cdna_coding_end
241                             genomic_coding_start
242                               genomic_coding_end
243                                  ensembl_exon_id
244                                        cds_start
245                                          cds_end
246                                  ensembl_gene_id
247                          ensembl_gene_id_version
248                                          version
249                            ensembl_transcript_id
250                    ensembl_transcript_id_version
251                               transcript_version
252                               ensembl_peptide_id
253                       ensembl_peptide_id_version
254                                  peptide_version
255                                  chromosome_name
256                                   start_position
257                                     end_position
258                                           strand
259                                             band
260                               external_gene_name
261                             external_gene_source
262                                 transcript_count
263                       percentage_gene_gc_content
264                                      description
265                 cabingdonii_homolog_ensembl_gene
266         cabingdonii_homolog_associated_gene_name
267              cabingdonii_homolog_ensembl_peptide
268                   cabingdonii_homolog_chromosome
269                  cabingdonii_homolog_chrom_start
270                    cabingdonii_homolog_chrom_end
271 cabingdonii_homolog_canonical_transcript_protein
272                      cabingdonii_homolog_subtype
273               cabingdonii_homolog_orthology_type
274                      cabingdonii_homolog_perc_id
275                   cabingdonii_homolog_perc_id_r1
276                    cabingdonii_homolog_goc_score
277                 cabingdonii_homolog_wga_coverage
278         cabingdonii_homolog_orthology_confidence
279                 scaustralis_homolog_ensembl_gene
280         scaustralis_homolog_associated_gene_name
281              scaustralis_homolog_ensembl_peptide
282                   scaustralis_homolog_chromosome
283                  scaustralis_homolog_chrom_start
284                    scaustralis_homolog_chrom_end
285 scaustralis_homolog_canonical_transcript_protein
286                      scaustralis_homolog_subtype
287               scaustralis_homolog_orthology_type
288                      scaustralis_homolog_perc_id
289                   scaustralis_homolog_perc_id_r1
290                    scaustralis_homolog_goc_score
291                 scaustralis_homolog_wga_coverage
292         scaustralis_homolog_orthology_confidence
293                    mspretus_homolog_ensembl_gene
294            mspretus_homolog_associated_gene_name
295                 mspretus_homolog_ensembl_peptide
296                      mspretus_homolog_chromosome
297                     mspretus_homolog_chrom_start
298                       mspretus_homolog_chrom_end
299    mspretus_homolog_canonical_transcript_protein
300                         mspretus_homolog_subtype
301                  mspretus_homolog_orthology_type
302                         mspretus_homolog_perc_id
303                      mspretus_homolog_perc_id_r1
304                       mspretus_homolog_goc_score
305                    mspretus_homolog_wga_coverage
306            mspretus_homolog_orthology_confidence
307                      vpacos_homolog_ensembl_gene
308              vpacos_homolog_associated_gene_name
309                   vpacos_homolog_ensembl_peptide
310                        vpacos_homolog_chromosome
311                       vpacos_homolog_chrom_start
312                         vpacos_homolog_chrom_end
313      vpacos_homolog_canonical_transcript_protein
314                           vpacos_homolog_subtype
315                    vpacos_homolog_orthology_type
316                           vpacos_homolog_perc_id
317                        vpacos_homolog_perc_id_r1
318                         vpacos_homolog_goc_score
319                      vpacos_homolog_wga_coverage
320              vpacos_homolog_orthology_confidence
321                   mmmarmota_homolog_ensembl_gene
322           mmmarmota_homolog_associated_gene_name
323                mmmarmota_homolog_ensembl_peptide
324                     mmmarmota_homolog_chromosome
325                    mmmarmota_homolog_chrom_start
326                      mmmarmota_homolog_chrom_end
327   mmmarmota_homolog_canonical_transcript_protein
328                        mmmarmota_homolog_subtype
329                 mmmarmota_homolog_orthology_type
330                        mmmarmota_homolog_perc_id
331                     mmmarmota_homolog_perc_id_r1
332                      mmmarmota_homolog_goc_score
333                   mmmarmota_homolog_wga_coverage
                                                                     description         page
1                                                                 Gene stable ID feature_page
2                                                         Gene stable ID version feature_page
3                                                           Transcript stable ID feature_page
4                                                   Transcript stable ID version feature_page
5                                                              Protein stable ID feature_page
6                                                      Protein stable ID version feature_page
7                                                                 Exon stable ID feature_page
8                                                               Gene description feature_page
9                                                       Chromosome/scaffold name feature_page
10                                                               Gene start (bp) feature_page
11                                                                 Gene end (bp) feature_page
12                                                                        Strand feature_page
13                                                                Karyotype band feature_page
14                                                         Transcript start (bp) feature_page
15                                                           Transcript end (bp) feature_page
16                                                Transcription start site (TSS) feature_page
17                                    Transcript length (including UTRs and CDS) feature_page
18                                                Transcript support level (TSL) feature_page
19                                                      GENCODE basic annotation feature_page
20                                                    GENCODE primary annotation feature_page
21                                                             APPRIS annotation feature_page
22                                                             Ensembl Canonical feature_page
23                                         RefSeq match transcript (MANE Select) feature_page
24                                  RefSeq match transcript (MANE Plus Clinical) feature_page
25                                                                     Gene name feature_page
26                                                           Source of gene name feature_page
